N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
596.0,ARIRANG 고배당주,11780.0,15.0,+0.13%,0.0,11805.0,11825.0,11740.0
597.0,사조산업,40800.0,700.0,+1.75%,5000.0,40100.0,41200.0,40100.0
598.0,한미글로벌,18510.0,280.0,+1.54%,500.0,18230.0,18750.0,18230.0
599.0,디앤디플랫폼리츠,3145.0,5.0,-0.16%,1000.0,3185.0,3185.0,3140.0
600.0,예스코홀딩스,33750.0,0.0,0.00%,5000.0,34200.0,34200.0,33700.0
601.0,SOL 200TR,11935.0,145.0,+1.23%,0.0,11955.0,11960.0,11935.0
602.0,TIGER 헬스케어,28490.0,215.0,-0.75%,0.0,28850.0,29090.0,28400.0
603.0,삼성전기우,69500.0,2800.0,+4.20%,5000.0,67600.0,69500.0,67300.0
604.0,TIGER 미국달러SOFR금리액티브(합성),51875.0,80.0,-0.15%,0.0,51715.0,51910.0,51715.0
605.0,신한서부티엔디리츠,3610.0,30.0,+0.84%,1000.0,3600.0,3620.0,3565.0
606.0,티와이홀딩스,4000.0,40.0,-0.99%,500.0,4040.0,4100.0,3950.0
607.0,삼영전자,10060.0,0.0,0.00%,500.0,10160.0,10300.0,10020.0
608.0,KOSEF 인도Nifty50(합성),22445.0,245.0,+1.10%,0.0,22525.0,22950.0,22200.0
609.0,에이블씨엔씨,7710.0,20.0,-0.26%,500.0,7830.0,7890.0,7650.0
610.0,성신양회,8160.0,10.0,+0.12%,5000.0,8120.0,8210.0,8110.0
611.0,태림포장,2820.0,65.0,+2.36%,500.0,2755.0,2860.0,2715.0
612.0,경농,10160.0,80.0,+0.79%,500.0,10040.0,10180.0,10040.0
613.0,교촌에프앤비,7890.0,110.0,+1.41%,500.0,7780.0,7970.0,7780.0
614.0,하이트진로홀딩스,8470.0,20.0,-0.24%,5000.0,8520.0,8540.0,8450.0
615.0,KBSTAR 25-03 회사채(AA-이상)액티브,50755.0,10.0,-0.02%,0.0,50755.0,50770.0,50755.0
616.0,만호제강,47150.0,0.0,0.00%,1000.0,0.0,0.0,0.0
617.0,일신방직,8400.0,100.0,+1.20%,500.0,8370.0,8400.0,8300.0
618.0,SOL 2차전지소부장Fn,7350.0,185.0,-2.46%,0.0,7585.0,7640.0,7260.0
619.0,우진,9600.0,440.0,+4.80%,500.0,9240.0,9600.0,9080.0
620.0,동국씨엠,6480.0,10.0,+0.15%,5000.0,6480.0,6520.0,6430.0
621.0,KODEX Fn Top10동일가중,7195.0,5.0,-0.07%,0.0,7265.0,7265.0,7180.0
622.0,JW생명과학,12200.0,0.0,0.00%,2500.0,12230.0,12290.0,12150.0
623.0,무림P&P,3075.0,5.0,+0.16%,2500.0,3090.0,3100.0,3060.0
624.0,NPC,5220.0,10.0,+0.19%,500.0,5220.0,5370.0,5210.0
625.0,코오롱글로벌,10120.0,0.0,0.00%,5000.0,10030.0,10240.0,10030.0
626.0,TIGER 차이나CSI300,7950.0,120.0,+1.53%,0.0,7895.0,7965.0,7885.0
627.0,KODEX 미국S&P500(H),11380.0,110.0,+0.98%,0.0,11370.0,11385.0,11365.0
628.0,KBSTAR 2차전지액티브,10380.0,220.0,-2.08%,0.0,10695.0,10745.0,10320.0
629.0,HDC랩스,7340.0,80.0,+1.10%,500.0,7390.0,7390.0,7270.0
630.0,S-Oil우,47300.0,150.0,-0.32%,2500.0,47550.0,47600.0,47000.0
631.0,히어로즈 24-09 회사채(AA-이상)액티브,51000.0,5.0,+0.01%,0.0,51010.0,51010.0,50995.0
632.0,HLB글로벌,4460.0,30.0,-0.67%,500.0,4540.0,4650.0,4415.0
633.0,유니켐,1953.0,46.0,-2.30%,500.0,2000.0,2050.0,1952.0
634.0,TIGER 미국채30년스트립액티브(합성 H),44430.0,1100.0,-2.42%,0.0,44565.0,44590.0,44345.0
635.0,에스엠벡셀,1686.0,2.0,-0.12%,500.0,1690.0,1728.0,1681.0
636.0,ARIRANG KOFR금리,103035.0,10.0,+0.01%,0.0,103030.0,103035.0,103030.0
637.0,KODEX 미국나스닥100레버리지(합성 H),8625.0,265.0,+3.17%,0.0,8595.0,8640.0,8585.0
638.0,코람코더원리츠,4630.0,20.0,+0.43%,500.0,4610.0,4670.0,4565.0
639.0,미원홀딩스,80400.0,300.0,-0.37%,500.0,80700.0,81200.0,79000.0
640.0,일진홀딩스,3770.0,30.0,-0.79%,1000.0,3755.0,3840.0,3730.0
641.0,금호건설,5020.0,20.0,+0.40%,5000.0,5020.0,5040.0,4990.0
642.0,흥국화재,2885.0,0.0,0.00%,5000.0,2870.0,2900.0,2850.0
643.0,두산우,46150.0,400.0,+0.87%,5000.0,46250.0,46650.0,45750.0
644.0,그린케미칼,7670.0,150.0,+1.99%,500.0,7510.0,7840.0,7450.0
645.0,한독,13320.0,180.0,-1.33%,500.0,13550.0,13550.0,13200.0
646.0,자이에스앤디,4720.0,60.0,+1.29%,1000.0,4660.0,4745.0,4660.0
647.0,한세예스24홀딩스,4570.0,85.0,+1.90%,500.0,4485.0,4585.0,4460.0
648.0,KBSTAR 단기국공채액티브,107840.0,5.0,0.00%,0.0,107840.0,107855.0,107840.0
649.0,동아지질,12950.0,140.0,-1.07%,500.0,13040.0,13220.0,12920.0
650.0,아주스틸,6850.0,10.0,+0.15%,500.0,6850.0,6990.0,6840.0
651.0,제일파마홀딩스,11260.0,90.0,+0.81%,500.0,11210.0,11440.0,11180.0
652.0,NH투자증권우,9530.0,30.0,+0.32%,5000.0,9500.0,9550.0,9480.0
653.0,노루페인트,8990.0,190.0,+2.16%,500.0,8780.0,9030.0,8780.0
654.0,경보제약,7490.0,20.0,+0.27%,500.0,7660.0,7660.0,7400.0
655.0,코오롱모빌리티그룹,2850.0,20.0,-0.70%,500.0,2860.0,2900.0,2835.0
656.0,태경산업,6110.0,100.0,+1.66%,500.0,6050.0,6130.0,6050.0
657.0,화승인더,3220.0,70.0,+2.22%,500.0,3180.0,3255.0,3150.0
658.0,SOL 24-12 회사채(AA-이상)액티브,50715.0,10.0,+0.02%,0.0,50715.0,50720.0,50715.0
659.0,서연,7560.0,160.0,+2.16%,500.0,7440.0,7660.0,7440.0
660.0,금강공업,6050.0,0.0,0.00%,1000.0,6070.0,6150.0,5990.0
661.0,KIB플러그에너지,744.0,6.0,-0.80%,500.0,762.0,763.0,738.0
662.0,한국석유,13870.0,780.0,-5.32%,500.0,14150.0,14420.0,13720.0
663.0,디아이,6200.0,270.0,+4.55%,500.0,6050.0,6240.0,6030.0
664.0,한투 레버리지 나스닥 100 ETN,34910.0,1125.0,+3.33%,0.0,34875.0,34950.0,34740.0
665.0,금호석유우,57700.0,100.0,-0.17%,5000.0,58100.0,59000.0,57200.0
666.0,퍼스텍,3555.0,45.0,-1.25%,500.0,3540.0,3665.0,3470.0
667.0,디아이씨,4445.0,15.0,-0.34%,500.0,4550.0,4630.0,4430.0
668.0,KTcs,4040.0,540.0,+15.43%,500.0,3580.0,4230.0,3550.0
669.0,한신기계,5290.0,240.0,+4.75%,500.0,5050.0,5330.0,5050.0
670.0,진양홀딩스,3070.0,20.0,-0.65%,500.0,3090.0,3090.0,3040.0
671.0,한국공항,54100.0,900.0,+1.69%,5000.0,53800.0,54200.0,52600.0
672.0,삼성 인버스 2X WTI원유 선물 ETN,114.0,3.0,-2.56%,0.0,114.0,114.0,112.0
673.0,키움 INDXX 미국테크탑10 ETN,17065.0,0.0,0.00%,0.0,17065.0,17065.0,17065.0
674.0,CJ제일제당 우,128400.0,200.0,+0.16%,5000.0,128200.0,129500.0,128000.0
675.0,LG우,56200.0,100.0,-0.18%,5000.0,56600.0,56800.0,55900.0
676.0,넥스틸,6530.0,40.0,-0.61%,500.0,6580.0,6670.0,6440.0
677.0,ARIRANG 코스피TR,13240.0,150.0,+1.15%,0.0,13285.0,13285.0,13145.0
678.0,ACE 24-12 회사채(AA-이상)액티브,102960.0,15.0,+0.01%,0.0,102915.0,102965.0,102915.0
679.0,아남전자,2190.0,35.0,+1.62%,500.0,2170.0,2210.0,2165.0
680.0,KBSTAR IT플러스,18030.0,295.0,+1.66%,0.0,18060.0,18125.0,17930.0
681.0,HANARO MSCI Korea TR,14120.0,230.0,+1.66%,0.0,14090.0,14135.0,14030.0
682.0,벽산,2450.0,10.0,+0.41%,500.0,2460.0,2510.0,2445.0
683.0,대성산업,3710.0,20.0,+0.54%,5000.0,3705.0,3760.0,3680.0
684.0,광전자,2880.0,20.0,+0.70%,500.0,3070.0,3130.0,2865.0
685.0,태경비케이,6030.0,80.0,+1.34%,500.0,6000.0,6140.0,5970.0
686.0,페이퍼코리아,931.0,15.0,+1.64%,500.0,963.0,963.0,915.0
687.0,TIGER 미국S&P500TR(H),11625.0,105.0,+0.91%,0.0,11620.0,11630.0,11595.0
688.0,KODEX 골드선물(H),12755.0,70.0,+0.55%,0.0,12745.0,12765.0,12730.0
689.0,TIGER BBIG,6055.0,50.0,+0.83%,0.0,6030.0,6120.0,6000.0
690.0,삼화페인트,6020.0,10.0,-0.17%,500.0,6030.0,6090.0,5970.0
691.0,DB금융투자,3800.0,15.0,+0.40%,5000.0,3785.0,3870.0,3755.0
692.0,동인기연,26300.0,1400.0,+5.62%,100.0,25350.0,27450.0,25350.0
693.0,NI스틸,5620.0,50.0,+0.90%,500.0,5600.0,5690.0,5530.0
694.0,동아타이어,11700.0,150.0,+1.30%,500.0,11600.0,11700.0,11590.0
695.0,가온전선,21750.0,1350.0,+6.62%,5000.0,20650.0,22350.0,20650.0
696.0,세종공업,5690.0,40.0,-0.70%,500.0,5820.0,5900.0,5640.0
697.0,유수홀딩스,6070.0,40.0,+0.66%,2500.0,6050.0,6070.0,5960.0
698.0,선진,6640.0,20.0,-0.30%,500.0,6660.0,6700.0,6570.0
699.0,덕양산업,4845.0,85.0,-1.72%,500.0,5000.0,5030.0,4800.0
700.0,SNT에너지,20950.0,200.0,-0.95%,500.0,21200.0,21450.0,20900.0
701.0,삼영,4620.0,100.0,+2.21%,500.0,4500.0,4620.0,4420.0
702.0,인스코비,1351.0,24.0,+1.81%,500.0,1339.0,1368.0,1327.0
703.0,TIGER 글로벌메타버스액티브,8520.0,145.0,+1.73%,0.0,8410.0,8525.0,8410.0
704.0,토니모리,6460.0,10.0,-0.15%,200.0,6350.0,6650.0,6350.0
705.0,대창단조,5360.0,10.0,+0.19%,500.0,5420.0,5440.0,5350.0
706.0,해태제과식품,5250.0,0.0,0.00%,500.0,5300.0,5300.0,5230.0
707.0,진흥기업,1049.0,1.0,+0.10%,500.0,1048.0,1062.0,1040.0
708.0,삼성물산우B,93600.0,2400.0,+2.63%,100.0,91200.0,93600.0,91200.0
709.0,태경케미컬,13100.0,240.0,+1.87%,500.0,12880.0,13230.0,12880.0
710.0,디와이,5760.0,60.0,+1.05%,500.0,5700.0,5840.0,5700.0
711.0,미원화학,68700.0,300.0,-0.43%,1000.0,70700.0,70700.0,68700.0
712.0,ACE 단기통안채,100555.0,10.0,+0.01%,0.0,100555.0,100565.0,100550.0
713.0,한투 인버스 2X 코스닥150선물 ETN,7530.0,105.0,+1.41%,0.0,7240.0,7620.0,7130.0
714.0,삼일제약,9840.0,720.0,+7.89%,500.0,9130.0,9880.0,9020.0
715.0,삼성제약,2230.0,10.0,+0.45%,500.0,2220.0,2320.0,2205.0
716.0,TIGER 국고채30년스트립액티브,50625.0,475.0,-0.93%,0.0,50755.0,50830.0,50580.0
717.0,대성홀딩스,9220.0,70.0,-0.75%,1000.0,9250.0,9350.0,9210.0
718.0,우신시스템,8090.0,130.0,+1.63%,500.0,7960.0,8350.0,7940.0
719.0,현대리바트,7210.0,40.0,-0.55%,1000.0,7250.0,7340.0,7170.0
720.0,KODEX TRF3070,11920.0,30.0,+0.25%,0.0,11925.0,11925.0,11890.0
721.0,KODEX 장기종합채권(AA-이상)액티브KAP,92140.0,130.0,-0.14%,0.0,91895.0,92140.0,91895.0
722.0,유니퀘스트,6780.0,930.0,+15.90%,500.0,5950.0,6780.0,5910.0
723.0,경인양행,3550.0,35.0,+1.00%,500.0,3555.0,3610.0,3535.0
724.0,KODEX K-메타버스액티브,7225.0,115.0,+1.62%,0.0,7120.0,7285.0,7120.0
725.0,한컴라이프케어,5320.0,120.0,+2.31%,200.0,5160.0,5530.0,5050.0
726.0,KODEX 차이나항셍테크,4620.0,75.0,-1.60%,0.0,4770.0,4770.0,4605.0
727.0,한국주철관,6440.0,0.0,0.00%,500.0,6510.0,6510.0,6420.0
728.0,동성제약,5620.0,20.0,+0.36%,1000.0,5570.0,5660.0,5520.0
729.0,KBSTAR 25-11 회사채(AA-이상)액티브,52740.0,10.0,-0.02%,0.0,52745.0,52750.0,52720.0
730.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),58500.0,3635.0,+6.63%,0.0,57430.0,58500.0,57155.0
731.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),58465.0,3605.0,+6.57%,0.0,57545.0,58560.0,57100.0
732.0,샘표,50800.0,800.0,+1.60%,1000.0,49800.0,52800.0,49500.0
733.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),58290.0,3235.0,+5.88%,0.0,57795.0,58845.0,57060.0
734.0,극동유화,4175.0,5.0,-0.12%,500.0,4175.0,4235.0,4150.0
735.0,삼양통상,48400.0,450.0,-0.92%,5000.0,49000.0,49450.0,48400.0
736.0,노루홀딩스,10870.0,80.0,+0.74%,500.0,10790.0,10900.0,10710.0
737.0,경동인베스트,60700.0,100.0,+0.17%,5000.0,61500.0,63100.0,60300.0
738.0,신세계푸드,37000.0,250.0,-0.67%,5000.0,38250.0,38550.0,37000.0
739.0,KODEX 미국S&P500선물(H),22150.0,195.0,+0.89%,0.0,22140.0,22155.0,22120.0
740.0,KBSTAR 2차전지TOP10인버스(합성),24730.0,540.0,+2.23%,0.0,24100.0,24990.0,23830.0
741.0,KODEX K-로봇액티브,15105.0,150.0,+1.00%,0.0,15110.0,15210.0,15005.0
742.0,무학,4980.0,5.0,-0.10%,200.0,5020.0,5030.0,4980.0
743.0,유니온머티리얼,3370.0,165.0,-4.67%,500.0,3455.0,3485.0,3350.0
744.0,용평리조트,2940.0,35.0,+1.20%,5000.0,2950.0,2995.0,2915.0
745.0,대한화섬,106000.0,200.0,-0.19%,5000.0,106200.0,106200.0,104400.0
746.0,효성ITX,12130.0,10.0,+0.08%,500.0,12280.0,12280.0,12110.0
747.0,휴비스,4055.0,10.0,+0.25%,5000.0,4110.0,4265.0,4010.0
748.0,KODEX 미국나스닥100(H),13695.0,215.0,+1.59%,0.0,13695.0,13715.0,13670.0
749.0,TIGER 글로벌4차산업혁신기술(합성 H),16355.0,200.0,+1.24%,0.0,16390.0,16390.0,16285.0
750.0,NH올원리츠,3275.0,0.0,0.00%,500.0,3290.0,3295.0,3270.0
751.0,KODEX 미국반도체MV,16710.0,565.0,+3.50%,0.0,16625.0,16710.0,16615.0
752.0,TIGER 일본엔선물,8640.0,45.0,-0.52%,0.0,8670.0,8670.0,8625.0
753.0,KTOP 단기금융채액티브,102235.0,15.0,+0.01%,0.0,102225.0,102235.0,102220.0
754.0,동방,2855.0,55.0,-1.89%,1000.0,2725.0,2875.0,2695.0
755.0,신흥,14360.0,50.0,+0.35%,500.0,14310.0,15000.0,14270.0
756.0,HDC현대EP,4265.0,140.0,+3.39%,500.0,4135.0,4285.0,4135.0
757.0,샘표식품,29750.0,350.0,-1.16%,500.0,29750.0,31550.0,29250.0
758.0,한투 코스피 양매도 5% OTM ETN,9020.0,40.0,+0.45%,0.0,9020.0,9020.0,9020.0
759.0,사조동아원,954.0,9.0,+0.95%,500.0,949.0,963.0,946.0
760.0,한투 레버리지 S&P500 선물 ETN(H),26915.0,470.0,+1.78%,0.0,26920.0,26935.0,26875.0
761.0,KODEX 인도Nifty50,12155.0,35.0,+0.29%,0.0,12230.0,12230.0,12075.0
762.0,신라교역,8350.0,0.0,0.00%,500.0,8350.0,8390.0,8290.0
763.0,KCTC,4450.0,45.0,-1.00%,500.0,4395.0,4465.0,4335.0
764.0,신일전자,1874.0,2.0,-0.11%,500.0,1865.0,1905.0,1865.0
765.0,KODEX 미국나스닥100선물(H),20405.0,330.0,+1.64%,0.0,20395.0,20425.0,20370.0
766.0,대영포장,1223.0,18.0,-1.45%,500.0,1250.0,1250.0,1213.0
767.0,KODEX 삼성그룹밸류,8290.0,175.0,+2.16%,0.0,8190.0,8290.0,8190.0
768.0,신원,1281.0,5.0,-0.39%,500.0,1290.0,1303.0,1279.0
769.0,HANARO Fn조선해운,10105.0,230.0,+2.33%,0.0,9905.0,10120.0,9890.0
770.0,디와이파워,11860.0,20.0,-0.17%,500.0,11940.0,12060.0,11790.0
771.0,이구산업,3905.0,5.0,+0.13%,500.0,3910.0,3970.0,3860.0
772.0,성창기업지주,1870.0,10.0,+0.54%,500.0,1863.0,1894.0,1863.0
773.0,수산중공업,2085.0,25.0,+1.21%,500.0,2070.0,2110.0,2070.0
774.0,미래에셋 코스피 양매도 5% OTM ETN,8670.0,0.0,0.00%,0.0,8670.0,8670.0,8670.0
775.0,TIGER 여행레저,3525.0,50.0,+1.44%,0.0,3515.0,3535.0,3500.0
776.0,KBSTAR iSelect메타버스,6485.0,150.0,+2.37%,0.0,6465.0,6485.0,6400.0
777.0,KODEX 2차전지핵심소재10 Fn,8200.0,205.0,-2.44%,0.0,8470.0,8525.0,8065.0
778.0,아모레G3우(전환),18140.0,50.0,-0.27%,500.0,18340.0,18340.0,17800.0
779.0,에이프로젠바이오로직스,193.0,1.0,-0.52%,500.0,192.0,200.0,191.0
780.0,대신증권2우B,12800.0,10.0,+0.08%,5000.0,12790.0,12900.0,12770.0
781.0,HANARO Fn K-반도체,10260.0,405.0,+4.11%,0.0,10030.0,10260.0,10020.0
782.0,금호에이치티,648.0,31.0,+5.02%,500.0,619.0,656.0,618.0
783.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,17650.0,785.0,+4.65%,0.0,17245.0,17690.0,17245.0
784.0,강남제비스코,19550.0,150.0,+0.77%,1000.0,19400.0,19680.0,19340.0
785.0,SOL 25-09 회사채(AA-이상)액티브,51305.0,0.0,0.00%,0.0,51285.0,51310.0,51285.0
786.0,ACE 11월만기자동연장회사채AA-이상액티브,10105.0,0.0,0.00%,0.0,10100.0,10105.0,10100.0
787.0,깨끗한나라,3390.0,465.0,+15.90%,1000.0,2925.0,3670.0,2750.0
788.0,TIGER 투자등급회사채액티브,107925.0,60.0,-0.06%,0.0,107915.0,107970.0,107875.0
789.0,영풍제지,2700.0,50.0,+1.89%,500.0,2655.0,2825.0,2645.0
790.0,미창석유,72000.0,700.0,+0.98%,5000.0,72400.0,72500.0,71300.0
791.0,한국내화,3040.0,5.0,+0.16%,500.0,3035.0,3060.0,3010.0
792.0,종근당바이오,22750.0,250.0,+1.11%,2500.0,22550.0,22900.0,22400.0
793.0,KTOP K200액티브,10510.0,160.0,+1.55%,0.0,10555.0,10555.0,10440.0
794.0,유화증권,2185.0,0.0,0.00%,1000.0,2170.0,2205.0,2160.0
795.0,현대약품,3845.0,0.0,0.00%,500.0,3870.0,3890.0,3835.0
796.0,조선선재,97800.0,1100.0,+1.14%,500.0,96800.0,97800.0,96600.0
797.0,테이팩스,25800.0,400.0,+1.57%,500.0,25600.0,26100.0,25500.0
798.0,동부건설,5320.0,0.0,0.00%,5000.0,5320.0,5400.0,5200.0
799.0,SOL 미국배당다우존스(H),10570.0,65.0,+0.62%,0.0,10580.0,10580.0,10560.0
800.0,TIGER 미국채10년선물,11715.0,50.0,-0.42%,0.0,11885.0,11900.0,11670.0
801.0,디씨엠,10570.0,10.0,+0.09%,500.0,10630.0,10670.0,10550.0
802.0,계룡건설,13420.0,10.0,-0.07%,5000.0,13350.0,13580.0,13300.0
803.0,TIGER 은행고배당플러스TOP10,9780.0,40.0,+0.41%,0.0,9750.0,9790.0,9700.0
804.0,한솔홀딩스,2850.0,0.0,0.00%,1000.0,2850.0,2855.0,2810.0
805.0,한국수출포장,2980.0,30.0,+1.02%,500.0,2935.0,2995.0,2920.0
806.0,인지컨트롤스,7520.0,100.0,+1.35%,500.0,7440.0,7620.0,7440.0
807.0,대창,1299.0,14.0,+1.09%,500.0,1286.0,1315.0,1285.0
808.0,ACE KRX금현물,12430.0,45.0,+0.36%,0.0,12400.0,12450.0,12400.0
809.0,TIGER Fn메타버스,7120.0,70.0,+0.99%,0.0,7055.0,7225.0,7055.0
810.0,KOSEF 단기자금,101655.0,20.0,+0.02%,0.0,101650.0,101655.0,101635.0
811.0,황금에스티,6870.0,50.0,+0.73%,500.0,6820.0,6950.0,6820.0
812.0,TIGER 미국MSCI리츠(합성 H),12170.0,50.0,-0.41%,0.0,12195.0,12195.0,12115.0
813.0,두올,3500.0,20.0,+0.57%,2500.0,3485.0,3525.0,3475.0
814.0,TIGER 코스피,25670.0,260.0,+1.02%,0.0,25705.0,25780.0,25555.0
815.0,TIGER 코스닥150,13440.0,120.0,-0.88%,0.0,13750.0,13810.0,13355.0
816.0,HANARO Fn K-POP&미디어,7945.0,5.0,+0.06%,0.0,8020.0,8125.0,7920.0
817.0,삼원강재,2875.0,10.0,+0.35%,500.0,2840.0,2905.0,2840.0
818.0,세아특수강,13390.0,60.0,+0.45%,5000.0,13310.0,13550.0,13250.0
819.0,동남합성,32650.0,350.0,-1.06%,500.0,33250.0,33400.0,32650.0
820.0,한양증권,8930.0,30.0,+0.34%,5000.0,9000.0,9000.0,8860.0
821.0,와이투솔루션,3100.0,65.0,+2.14%,2500.0,3040.0,3190.0,3000.0
822.0,KH 필룩스,1326.0,0.0,0.00%,500.0,0.0,0.0,0.0
823.0,SOL 초단기채권액티브,50535.0,10.0,+0.02%,0.0,50525.0,50535.0,50525.0
824.0,KODEX 배당가치,12390.0,120.0,+0.98%,0.0,12385.0,12405.0,12305.0
825.0,미래에셋 인버스 2X 코스닥150 선물 ETN,7495.0,95.0,+1.28%,0.0,7215.0,7595.0,7105.0
826.0,BNK 24-11 회사채(AA-이상)액티브,50760.0,30.0,+0.06%,0.0,50760.0,50760.0,50740.0
827.0,경동도시가스,19050.0,100.0,+0.53%,2500.0,18950.0,19100.0,18930.0
828.0,일동홀딩스,9710.0,20.0,-0.21%,1000.0,9730.0,9830.0,9710.0
829.0,KODEX AI반도체핵심장비,10350.0,385.0,+3.86%,0.0,10220.0,10360.0,10200.0
830.0,삼화전기,16890.0,0.0,0.00%,1000.0,16950.0,17390.0,16840.0
831.0,덕성,7090.0,30.0,-0.42%,500.0,7140.0,7290.0,7010.0
832.0,팜스코,3020.0,5.0,-0.17%,500.0,3025.0,3065.0,2975.0
833.0,히어로즈 단기채권ESG액티브,105575.0,20.0,+0.02%,0.0,105565.0,105575.0,105565.0
834.0,CJ우,48950.0,100.0,+0.20%,5000.0,49200.0,49200.0,48750.0
835.0,KODEX 바이오,7630.0,75.0,-0.97%,0.0,7750.0,7815.0,7600.0
836.0,DRB동일,5540.0,100.0,+1.84%,500.0,5390.0,5540.0,5390.0
837.0,인천도시가스,25200.0,0.0,0.00%,5000.0,25400.0,25400.0,25150.0
838.0,TIGER 차이나과창판STAR50(합성),5710.0,75.0,+1.33%,0.0,5655.0,5745.0,5655.0
839.0,한투 블룸버그 인버스 2X 천연가스선물 ETN,54785.0,3550.0,+6.93%,0.0,53760.0,54785.0,53365.0
840.0,팜젠사이언스,6000.0,60.0,+1.01%,500.0,5940.0,6040.0,5930.0
841.0,HK 종합채권(AA-이상)액티브,102540.0,0.0,0.00%,0.0,102540.0,102540.0,102540.0
842.0,TIMEFOLIO K바이오액티브,8045.0,170.0,-2.07%,0.0,8230.0,8265.0,7985.0
843.0,화승코퍼레이션,2160.0,65.0,+3.10%,500.0,2095.0,2175.0,2095.0
844.0,KBSTAR 코스피,25695.0,180.0,+0.71%,0.0,25845.0,25845.0,25600.0
845.0,국제약품,5100.0,115.0,+2.31%,1000.0,5040.0,5140.0,5010.0
846.0,청호ICT,2490.0,0.0,0.00%,500.0,0.0,0.0,0.0
847.0,모나리자,2950.0,30.0,+1.03%,500.0,2920.0,3040.0,2890.0
848.0,휴니드,7630.0,340.0,-4.27%,5000.0,7610.0,8100.0,7520.0
849.0,ACE 26-06 회사채(AA-이상)액티브,10355.0,0.0,0.00%,0.0,10360.0,10360.0,10345.0
850.0,화성산업,10530.0,40.0,+0.38%,5000.0,10650.0,10650.0,10420.0
851.0,HANARO 200TR,41860.0,575.0,+1.39%,0.0,41710.0,41900.0,41650.0
852.0,성안,1584.0,6.0,-0.38%,500.0,1590.0,1621.0,1553.0
853.0,한국화장품제조,23500.0,150.0,+0.64%,500.0,23450.0,23950.0,23300.0
854.0,ACE 미국달러SOFR금리(합성),10495.0,5.0,-0.05%,0.0,10520.0,10520.0,10440.0
855.0,TIGER 글로벌혁신블루칩TOP10,10560.0,210.0,+2.03%,0.0,10645.0,10645.0,10515.0
856.0,신송홀딩스,8960.0,1050.0,+13.27%,500.0,7690.0,9670.0,7680.0
857.0,KTis,3045.0,110.0,+3.75%,500.0,2960.0,3200.0,2950.0
858.0,한국화장품,6580.0,90.0,-1.35%,500.0,6840.0,6840.0,6520.0
859.0,CJ씨푸드,2925.0,65.0,+2.27%,500.0,2895.0,2935.0,2860.0
860.0,미래에셋글로벌리츠,2650.0,15.0,+0.57%,1000.0,2635.0,2675.0,2635.0
861.0,KODEX 26-12 회사채(AA-이상)액티브,10075.0,0.0,0.00%,0.0,10080.0,10080.0,10070.0
862.0,ACE 중국본토CSI300,21620.0,250.0,+1.17%,0.0,21430.0,21635.0,21430.0
863.0,TIGER 바이오TOP10,5990.0,25.0,+0.42%,0.0,5965.0,6065.0,5940.0
864.0,한국특강,1715.0,10.0,+0.59%,500.0,1750.0,1750.0,1707.0
865.0,동일산업,42750.0,250.0,-0.58%,5000.0,43600.0,43600.0,42700.0
866.0,KTOP 25-08 회사채(A+이상)액티브,102630.0,10.0,+0.01%,0.0,102630.0,102645.0,102615.0
867.0,이지스레지던스리츠,3645.0,15.0,-0.41%,1000.0,3660.0,3680.0,3595.0
868.0,메리츠 3X 레버리지 국채30년 ETN,51530.0,850.0,-1.62%,0.0,51735.0,51885.0,51370.0
869.0,TIGER 배당프리미엄액티브,9990.0,140.0,+1.42%,0.0,9940.0,9995.0,9940.0
870.0,씨티알모빌리티,11950.0,90.0,+0.76%,500.0,11770.0,12010.0,11730.0
871.0,WOORI 25-09 회사채(AA-이상)액티브,51505.0,5.0,+0.01%,0.0,51505.0,51505.0,51505.0
872.0,SK이노베이션우,81600.0,1100.0,-1.33%,5000.0,82000.0,83800.0,81000.0
873.0,태양금속,2770.0,45.0,-1.60%,500.0,2825.0,2885.0,2710.0
874.0,TIGER 미국필라델피아반도체레버리지(합성),17610.0,1215.0,+7.41%,0.0,17400.0,17610.0,17355.0
875.0,신한 KOFR금리 ETN,100915.0,0.0,0.00%,0.0,100915.0,100915.0,100915.0
876.0,KBSTAR 국고채3년선물인버스,107530.0,50.0,+0.05%,0.0,107500.0,107530.0,107500.0
877.0,KODEX 국고채10년액티브,104910.0,330.0,-0.31%,0.0,104960.0,105065.0,104840.0
878.0,크라운제과,8040.0,20.0,-0.25%,200.0,8070.0,8190.0,8020.0
879.0,광명전기,2320.0,5.0,+0.22%,500.0,2315.0,2350.0,2305.0
880.0,조흥,167200.0,200.0,+0.12%,5000.0,182100.0,182100.0,167200.0
881.0,대구백화점,9250.0,30.0,-0.32%,5000.0,9280.0,9380.0,9180.0
882.0,신한 미국달러 SOFR금리 플러스 ETN,10005.0,50.0,-0.50%,0.0,10005.0,10005.0,10005.0
883.0,TIGER 미국나스닥100TR(H),13990.0,230.0,+1.67%,0.0,13980.0,14005.0,13965.0
884.0,태영건설,2550.0,90.0,-3.41%,500.0,2625.0,2670.0,2540.0
